english_small.txt,250727,1,22042,TIMEOUT,21667,228172201,21547,0
english_large.txt,250727,1,22044,TIMEOUT,21694,228776706,21933,0
french.txt,250727,1,22218,TIMEOUT,21649,224694955,22134,0
english_small.txt,402221,1,22033,TIMEOUT,21658,227983223,21547,0
english_large.txt,402221,1,22111,TIMEOUT,21761,230215185,21949,0
french.txt,402221,1,22322,TIMEOUT,21753,226923360,22242,0
english_small.txt,1000081,1,22121,TIMEOUT,21746,229851328,21705,0
english_large.txt,1000081,1,21775,TIMEOUT,21425,223051890,21626,0
french.txt,1000081,1,22199,TIMEOUT,21630,224281686,22065,0
english_small.txt,250727,27183,84097,0.511849286,14265,22543,21,0
english_large.txt,250727,27183,194433,1.494502488,76624,420489,278,0
french.txt,250727,27183,202358,1.600540846,85022,565691,299,0
english_small.txt,402221,27183,84097,0.487160104,9000,11736,13,0
english_large.txt,402221,27183,194433,1.173245378,47798,100107,43,0
french.txt,402221,27183,202358,1.312205275,53377,124796,57,0
english_small.txt,1000081,27183,84097,0.46241666,3489,3910,5,0
english_large.txt,1000081,27183,194433,1.111947234,19038,24410,15,0
french.txt,1000081,27183,202358,1.24533588,22045,30701,21,0
english_small.txt,250727,250726,21259,TIMEOUT,21146,223047975,21223,0
english_large.txt,250727,250726,21417,TIMEOUT,21320,226831593,21360,0
french.txt,250727,250726,22528,TIMEOUT,22060,227473207,21756,0
english_small.txt,402221,250726,84097,0.499643825,9010,11798,10,0
english_large.txt,402221,250726,194433,1.233981898,47903,101113,51,0
french.txt,402221,250726,202358,1.407880262,53157,122372,49,0
english_small.txt,1000081,250726,84097,0.495854373,3606,4047,8,0
english_large.txt,1000081,250726,194433,1.177995296,19047,24487,13,0
french.txt,1000081,250726,202358,1.318061744,21708,29927,12,0
